sectorName,symbol,name,announced,eligibility_date,distribution_date,distribution_way,dividend_per_share
Diversified Financials,4280,KINGDOM,27/02/2022,30/06/2022,14/07/2022,تحويل للحساب,0.07
Diversified Financials,4280,KINGDOM,27/02/2022,17/04/2022,26/04/2022,تحويل للحساب,0.07
Diversified Financials,4280,KINGDOM,31/03/2021,30/12/2021,16/01/2022,تحويل للحساب,0.125
Insurance,8010,TAWUNIYA,08/05/2023,07/06/2023,19/06/2023,تحويل للحساب,1
Insurance,8010,TAWUNIYA,06/04/2021,29/04/2021,09/05/2021,تحويل للحساب,0.8
Insurance,8010,TAWUNIYA,15/02/2017,21/03/2017,27/03/2017,تحويل للحساب,5
Insurance,8010,TAWUNIYA,21/02/2016,21/03/2016,24/03/2016,تحويل للحساب,1
Insurance,8010,TAWUNIYA,11/02/2015,16/03/2015,19/03/2015,تحويل للحساب,1.45
Insurance,8012,JAZIRA TAKAFUL,11/04/2018,20/05/2018,07/06/2018,تحويل للحساب,0.7
Insurance,8012,JAZIRA TAKAFUL,01/03/2017,17/05/2017,05/06/2017,تحويل للحساب,0.5
Insurance,8012,JAZIRA TAKAFUL,02/05/2016,29/05/2016,12/06/2016,تحويل للحساب,0.5
Insurance,8030,MEDGULF,11/02/2012,31/03/2012,15/04/2012,تحويل للحساب,2
Insurance,8030,MEDGULF,29/03/2011,08/05/2011,06/06/2011,تحويل للحساب,1.25
Insurance,8030,MEDGULF,03/03/2010,05/04/2010,03/05/2010,تحويل للحساب,0.75
Insurance,8060,WALAA,09/04/2019,21/05/2019,10/06/2019,تحويل للحساب,1
Insurance,8070,ARABIAN SHIELD,23/02/2017,30/03/2017,16/04/2017,تحويل للحساب,2
Insurance,8180,ALSAGR INSURANCE,30/04/2018,28/06/2018,17/07/2018,تحويل للحساب,0.75
Insurance,8180,ALSAGR INSURANCE,05/03/2017,16/05/2017,15/06/2017,تحويل للحساب,2
Insurance,8180,ALSAGR INSURANCE,14/08/2016,02/10/2016,07/11/2016,تحويل للحساب,2
Insurance,8180,ALSAGR INSURANCE,22/02/2015,20/04/2015,14/05/2015,تحويل للحساب,0.5
Insurance,8180,ALSAGR INSURANCE,12/05/2014,17/06/2014,10/07/2014,تحويل للحساب,0.5
Insurance,8190,UCA,17/03/2012,14/05/2012,09/06/2012,تحويل للحساب,1
Insurance,8190,UCA,21/06/2011,26/06/2011,23/07/2011,تحويل للحساب,1
Insurance,8210,BUPA ARABIA,03/05/2023,22/06/2023,17/07/2023,تحويل للحساب,3.6
Insurance,8210,BUPA ARABIA,06/06/2022,30/06/2022,20/07/2022,تحويل للحساب,4.5
Insurance,8210,BUPA ARABIA,25/04/2021,24/06/2021,08/07/2021,تحويل للحساب,3.4
Insurance,8210,BUPA ARABIA,30/04/2019,30/06/2019,14/07/2019,تحويل للحساب,1.5
Insurance,8210,BUPA ARABIA,17/04/2018,31/05/2018,11/06/2018,تحويل للحساب,2
Insurance,8250,GIG,17/05/2023,18/06/2023,04/07/2023,تحويل للحساب,0.5
Insurance,8250,GIG,17/03/2022,15/05/2022,02/06/2022,تحويل للحساب,1
Insurance,8270,BURUJ,26/09/2019,27/11/2019,16/12/2019,تحويل للحساب,1
Insurance,8270,BURUJ,06/04/2017,22/05/2017,06/06/2017,تحويل للحساب,0.5
Software & Services,7200,MIS,10/01/2023,26/02/2023,12/03/2023,تحويل للحساب,1.2
Software & Services,7200,MIS,03/07/2022,02/10/2022,13/10/2022,تحويل للحساب,1.2
Software & Services,7200,MIS,31/01/2022,28/02/2022,14/03/2022,تحويل للحساب,1
Software & Services,7200,MIS,07/07/2021,29/07/2021,15/09/2021,تحويل للحساب,1
Software & Services,7200,MIS,04/01/2021,07/01/2021,20/01/2021,تحويل للحساب,1.1
Software & Services,7201,ARAB SEA,26/03/2018,08/05/2018,17/05/2018,تحويل للحساب,0.5
Software & Services,7202, SOLUTIONS,16/02/2023,09/05/2023,28/05/2023,تحويل للحساب,5
Software & Services,7202, SOLUTIONS,15/02/2022,29/05/2022,15/06/2022,تحويل للحساب,4
Software & Services,7203,ELM,06/08/2023,13/08/2023,24/08/2023,تحويل للحساب,3
Software & Services,7203,ELM,28/03/2023,04/04/2023,13/04/2023,تحويل للحساب,3
Software & Services,7203,ELM,21/09/2022,29/09/2022,13/10/2022,تحويل للحساب,2
Software & Services,7203,ELM,23/03/2022,09/05/2022,22/05/2022,تحويل للحساب,3
Software & Services,7204,2P,06/12/2022,15/12/2022,12/01/2023,تحويل للحساب,0.7
Telecommunication Services,7010,STC,30/07/2023,03/08/2023,23/08/2023,تحويل للحساب,0.4
Telecommunication Services,7010,STC,10/05/2023,18/05/2023,07/06/2023,تحويل للحساب,0.4
Telecommunication Services,7010,STC,20/02/2023,26/02/2023,16/03/2023,تحويل للحساب,0.4
Telecommunication Services,7010,STC,27/10/2022,02/11/2022,22/11/2022,تحويل للحساب,0.4
Telecommunication Services,7010,STC,03/08/2022,07/08/2022,25/08/2022,تحويل للحساب,1
Telecommunication Services,7020,ETIHAD ETISALAT,20/02/2023,01/06/2023,21/06/2023,تحويل للحساب,1.15
Telecommunication Services,7020,ETIHAD ETISALAT,25/11/2021,23/05/2022,09/06/2022,تحويل للحساب,0.85
Telecommunication Services,7020,ETIHAD ETISALAT,17/12/2020,23/05/2021,06/06/2021,تحويل للحساب,0.5
Telecommunication Services,7020,ETIHAD ETISALAT,21/07/2014,24/07/2014,11/08/2014,تحويل للحساب,1.25
Telecommunication Services,7020,ETIHAD ETISALAT,01/05/2014,06/05/2014,13/05/2014,تحويل للحساب,1.25
Telecommunication Services,7030,ZAIN KSA,26/03/2023,22/06/2023,12/07/2023,تحويل للحساب,0.5
Utilities,2080,GASCO,21/06/2023,05/07/2023,19/07/2023,تحويل للحساب,1
Utilities,2080,GASCO,11/12/2022,15/12/2022,27/12/2022,تحويل للحساب,1
Utilities,2080,GASCO,14/08/2022,15/09/2022,29/09/2022,تحويل للحساب,0.85
Utilities,2080,GASCO,24/03/2022,11/04/2022,24/04/2022,تحويل للحساب,0.75
Utilities,2080,GASCO,08/09/2021,13/09/2021,27/09/2021,تحويل للحساب,0.75
Utilities,2081,AWPT,03/11/2022,08/11/2022,29/11/2022,تحويل للحساب,1.5
Utilities,2081,AWPT,20/03/2022,22/03/2022,30/03/2022,تحويل للحساب,1.5
Utilities,2081,AWPT,30/06/2021,05/09/2021,19/09/2021,تحويل للحساب,1.5
Utilities,2082,ACWA POWER,26/01/2023,22/06/2023,12/07/2023,تحويل للحساب,0.83
Utilities,2082,ACWA POWER,01/06/2022,30/06/2022,21/07/2022,تحويل للحساب,0.77
Utilities,2083,MARAFIQ,03/08/2023,13/08/2023,30/08/2023,تحويل للحساب,1.1
Utilities,2083,MARAFIQ,02/03/2023,08/03/2023,23/03/2023,تحويل للحساب,1.1
Utilities,5110,SAUDI ELECTRICITY,15/03/2023,09/05/2023,25/05/2023,تحويل للحساب,0.7
Utilities,5110,SAUDI ELECTRICITY,16/03/2022,17/05/2022,06/06/2022,تحويل للحساب,0.7
Utilities,5110,SAUDI ELECTRICITY,30/03/2021,27/04/2021,20/05/2021,تحويل للحساب,0.7
Utilities,5110,SAUDI ELECTRICITY,21/04/2020,02/06/2020,16/06/2020,تحويل للحساب,0.7
Utilities,5110,SAUDI ELECTRICITY,13/03/2019,30/04/2019,12/05/2019,تحويل للحساب,0.7
REITs,4330,RIYAD REIT,29/08/2022,04/09/2022,21/09/2022,تحويل للحساب,0.44
REITs,4330,RIYAD REIT,13/02/2022,24/03/2022,30/03/2022,تحويل للحساب,0.47
REITs,4330,RIYAD REIT,15/08/2021,22/08/2021,12/09/2021,تحويل للحساب,0.27
REITs,4330,RIYAD REIT,22/03/2021,28/03/2021,18/04/2021,تحويل للحساب,0.25
REITs,4330,RIYAD REIT,26/08/2020,03/09/2020,28/09/2020,تحويل للحساب,0.2
REITs,4331,ALJAZIRA REIT,16/10/2022,17/10/2022,31/10/2022,تحويل للحساب,0.2923
REITs,4331,ALJAZIRA REIT,05/12/2021,05/12/2021,16/12/2021,تحويل للحساب,0.338
REITs,4331,ALJAZIRA REIT,12/10/2020,15/10/2020,29/10/2020,تحويل للحساب,0.3
REITs,4331,ALJAZIRA REIT,23/06/2019,25/06/2019,11/07/2019,تحويل للحساب,0.5
REITs,4331,ALJAZIRA REIT,17/07/2018,25/07/2018,06/08/2018,تحويل للحساب,0.5
REITs,4332,JADWA REIT ALHARAMAIN,10/03/2020,16/03/2020,06/04/2020,تحويل للحساب,0.2
REITs,4332,JADWA REIT ALHARAMAIN,10/07/2019,17/07/2019,06/08/2019,تحويل للحساب,0.26
REITs,4332,JADWA REIT ALHARAMAIN,18/02/2019,24/02/2019,14/03/2019,تحويل للحساب,0.28
REITs,4332,JADWA REIT ALHARAMAIN,23/07/2018,26/07/2018,28/08/2018,تحويل للحساب,0.28
REITs,4332,JADWA REIT ALHARAMAIN,02/01/2018,09/01/2018,24/01/2018,تحويل للحساب,0.26
REITs,4333,TALEEM REIT,25/01/2023,29/01/2023,21/02/2023,تحويل للحساب,0.16
REITs,4333,TALEEM REIT,17/10/2022,18/10/2022,10/11/2022,تحويل للحساب,0.18
REITs,4333,TALEEM REIT,25/07/2022,26/07/2022,16/08/2022,تحويل للحساب,0.18
REITs,4333,TALEEM REIT,24/04/2022,26/04/2022,25/05/2022,تحويل للحساب,0.18
REITs,4333,TALEEM REIT,24/01/2022,26/01/2022,10/02/2022,تحويل للحساب,0.12
REITs,4334,AL MAATHER REIT,13/03/2023,16/03/2023,30/03/2023,تحويل للحساب,0.18
REITs,4334,AL MAATHER REIT,20/11/2022,24/11/2022,06/12/2022,تحويل للحساب,0.44
REITs,4334,AL MAATHER REIT,07/03/2022,09/03/2022,20/03/2022,تحويل للحساب,0.57
REITs,4334,AL MAATHER REIT,15/03/2021,16/03/2021,30/03/2021,تحويل للحساب,0.39
REITs,4334,AL MAATHER REIT,17/03/2020,19/03/2020,30/03/2020,تحويل للحساب,0.62
REITs,4335,MUSHARAKA REIT,23/01/2023,05/02/2023,19/03/2023,تحويل للحساب,0.2
REITs,4335,MUSHARAKA REIT,17/07/2022,26/07/2022,16/08/2022,تحويل للحساب,0.3
REITs,4335,MUSHARAKA REIT,23/01/2022,27/01/2022,17/02/2022,تحويل للحساب,0.3
REITs,4335,MUSHARAKA REIT,04/07/2021,13/07/2021,10/08/2021,تحويل للحساب,0.3
REITs,4335,MUSHARAKA REIT,03/01/2021,10/01/2021,20/01/2021,تحويل للحساب,0.3
REITs,4336,MULKIA REIT,17/07/2023,18/07/2023,N/A,تحويل للحساب,0.1
REITs,4336,MULKIA REIT,11/04/2023,13/04/2023,08/05/2023,تحويل للحساب,0.13
REITs,4336,MULKIA REIT,18/01/2023,29/01/2023,13/02/2023,تحويل للحساب,0.13
REITs,4336,MULKIA REIT,17/10/2022,23/10/2022,03/11/2022,تحويل للحساب,0.13
REITs,4336,MULKIA REIT,18/07/2022,24/07/2022,04/08/2022,تحويل للحساب,0.13
REITs,4337,SICO SAUDI REIT,30/12/2021,04/01/2022,24/01/2022,تحويل للحساب,0.15
REITs,4337,SICO SAUDI REIT,15/07/2020,21/07/2020,17/08/2020,تحويل للحساب,0.1
REITs,4337,SICO SAUDI REIT,13/01/2020,21/01/2020,13/02/2020,تحويل للحساب,0.26
REITs,4337,SICO SAUDI REIT,02/07/2019,09/07/2019,23/07/2019,تحويل للحساب,0.26
REITs,4337,SICO SAUDI REIT,02/01/2019,07/01/2019,17/01/2019,تحويل للحساب,0.26
REITs,4338,ALAHLI REIT 1,09/03/2023,14/03/2023,31/03/2023,تحويل للحساب,0.3
REITs,4338,ALAHLI REIT 1,20/07/2022,26/07/2022,25/08/2022,تحويل للحساب,0.35
REITs,4338,ALAHLI REIT 1,09/02/2022,15/02/2022,08/03/2022,تحويل للحساب,0.35
REITs,4338,ALAHLI REIT 1,13/07/2021,15/07/2021,12/08/2021,تحويل للحساب,0.35
REITs,4338,ALAHLI REIT 1,08/02/2021,11/02/2021,25/02/2021,تحويل للحساب,0.325
REITs,4339,DERAYAH REIT,03/07/2023,16/07/2023,07/09/2023,تحويل للحساب,0.1
REITs,4339,DERAYAH REIT,02/04/2023,16/04/2023,21/05/2023,تحويل للحساب,0.112
REITs,4339,DERAYAH REIT,01/01/2023,15/01/2023,12/03/2023,تحويل للحساب,0.14
REITs,4339,DERAYAH REIT,02/10/2022,16/10/2022,13/11/2022,تحويل للحساب,0.16
REITs,4339,DERAYAH REIT,03/07/2022,17/07/2022,11/08/2022,تحويل للحساب,0.18
REITs,4340,Al RAJHI REIT,02/07/2023,05/07/2023,30/07/2023,تحويل للحساب,0.12
REITs,4340,Al RAJHI REIT,03/05/2023,11/05/2023,22/05/2023,تحويل للحساب,0.15
REITs,4340,Al RAJHI REIT,06/02/2023,12/02/2023,26/02/2023,تحويل للحساب,0.33
REITs,4340,Al RAJHI REIT,03/08/2022,09/08/2022,28/08/2022,تحويل للحساب,0.33
REITs,4340,Al RAJHI REIT,01/02/2022,08/02/2022,27/02/2022,تحويل للحساب,0.28
REITs,4342,JADWA REIT SAUDI,02/08/2023,09/08/2023,N/A,تحويل للحساب,0.2
REITs,4342,JADWA REIT SAUDI,22/05/2023,29/05/2023,N/A,تحويل للحساب,0.2
REITs,4342,JADWA REIT SAUDI,07/03/2023,14/03/2023,N/A,تحويل للحساب,0.2
REITs,4342,JADWA REIT SAUDI,28/11/2022,05/12/2022,02/01/2023,تحويل للحساب,0.2
REITs,4342,JADWA REIT SAUDI,01/09/2022,07/09/2022,05/10/2022,تحويل للحساب,0.2
REITs,4344,SEDCO CAPITAL REIT,27/07/2023,03/08/2023,31/08/2023,تحويل للحساب,0.1341
REITs,4344,SEDCO CAPITAL REIT,07/05/2023,09/05/2023,15/06/2023,تحويل للحساب,0.1562
REITs,4344,SEDCO CAPITAL REIT,25/12/2022,29/12/2022,16/02/2023,تحويل للحساب,0.1812
REITs,4344,SEDCO CAPITAL REIT,29/09/2022,06/10/2022,17/11/2022,تحويل للحساب,0.1813
REITs,4344,SEDCO CAPITAL REIT,03/07/2022,13/07/2022,18/08/2022,تحويل للحساب,0.175
REITs,4345,ALINMA RETAIL REIT,05/07/2023,11/07/2023,23/07/2023,تحويل للحساب,0.13
REITs,4345,ALINMA RETAIL REIT,09/04/2023,11/04/2023,N/A,تحويل للحساب,0.125
REITs,4345,ALINMA RETAIL REIT,27/07/2022,31/07/2022,10/08/2022,تحويل للحساب,0.1
REITs,4345,ALINMA RETAIL REIT,16/05/2022,24/05/2022,06/06/2022,تحويل للحساب,0.1
REITs,4345,ALINMA RETAIL REIT,16/04/2020,26/04/2020,13/05/2020,تحويل للحساب,0.43
REITs,4346,MEFIC REIT,29/09/2022,13/10/2022,17/11/2022,تحويل للحساب,0.05
REITs,4346,MEFIC REIT,31/03/2022,14/04/2022,23/05/2022,تحويل للحساب,0.1
REITs,4346,MEFIC REIT,30/09/2021,14/10/2021,11/11/2021,تحويل للحساب,0.05
REITs,4346,MEFIC REIT,31/03/2021,15/04/2021,06/05/2021,تحويل للحساب,0.15
REITs,4346,MEFIC REIT,31/03/2020,07/04/2020,21/04/2020,تحويل للحساب,0.25
REITs,4347,BONYAN REIT,08/12/2022,12/12/2022,04/01/2023,تحويل للحساب,0.33
REITs,4347,BONYAN REIT,31/05/2022,01/06/2022,19/06/2022,تحويل للحساب,0.33
REITs,4347,BONYAN REIT,13/12/2021,13/12/2021,29/12/2021,تحويل للحساب,0.32
REITs,4347,BONYAN REIT,23/05/2021,24/05/2021,09/06/2021,تحويل للحساب,0.32
REITs,4347,BONYAN REIT,04/11/2020,05/11/2020,25/11/2020,تحويل للحساب,0.2763
REITs,4348,ALKHABEER REIT,30/04/2023,18/05/2023,23/07/2023,تحويل للحساب,0.105
REITs,4348,ALKHABEER REIT,31/01/2023,09/02/2023,11/04/2023,تحويل للحساب,0.105
REITs,4348,ALKHABEER REIT,31/10/2022,14/11/2022,26/12/2022,تحويل للحساب,0.125
REITs,4348,ALKHABEER REIT,31/07/2022,18/08/2022,28/09/2022,تحويل للحساب,0.125
REITs,4348,ALKHABEER REIT,08/05/2022,22/05/2022,03/07/2022,تحويل للحساب,0.125
REITs,4349,ALINMA HOSPITALITY REIT,14/06/2023,06/07/2023,N/A,تحويل للحساب,0.32
Real Estate Mgmt & Dev't,4020,ALAKARIA,09/05/2018,28/06/2018,16/07/2018,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4020,ALAKARIA,08/08/2017,10/08/2017,30/08/2017,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4020,ALAKARIA,20/02/2017,06/04/2017,30/04/2017,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4020,ALAKARIA,31/07/2016,03/08/2016,21/08/2016,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4020,ALAKARIA,22/02/2016,10/04/2016,24/04/2016,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4090,TAIBA,15/11/2021,21/11/2021,05/12/2021,تحويل للحساب,4
Real Estate Mgmt & Dev't,4090,TAIBA,17/12/2020,29/03/2021,15/04/2021,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4090,TAIBA,16/07/2020,06/08/2020,20/08/2020,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4090,TAIBA,27/02/2020,25/03/2020,09/04/2020,تحويل للحساب,0.45
Real Estate Mgmt & Dev't,4090,TAIBA,13/11/2019,13/11/2019,28/11/2019,تحويل للحساب,0.45
Real Estate Mgmt & Dev't,4100,MCDC,30/03/2023,06/06/2023,20/06/2023,تحويل للحساب,1
Real Estate Mgmt & Dev't,4100,MCDC,12/03/2020,19/04/2020,14/05/2020,تحويل للحساب,1.5
Real Estate Mgmt & Dev't,4100,MCDC,25/03/2019,01/05/2019,22/05/2019,تحويل للحساب,2
Real Estate Mgmt & Dev't,4100,MCDC,02/04/2018,21/05/2018,06/06/2018,تحويل للحساب,2
Real Estate Mgmt & Dev't,4100,MCDC,23/03/2017,21/05/2017,12/06/2017,تحويل للحساب,2.5
Real Estate Mgmt & Dev't,4150,ARDCO,27/07/2023,10/08/2023,31/08/2023,تحويل للحساب,0.25
Real Estate Mgmt & Dev't,4150,ARDCO,21/03/2023,30/04/2023,18/05/2023,تحويل للحساب,0.25
Real Estate Mgmt & Dev't,4150,ARDCO,29/09/2022,10/10/2022,30/10/2022,تحويل للحساب,0.25
Real Estate Mgmt & Dev't,4150,ARDCO,20/02/2022,12/05/2022,31/05/2022,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4150,ARDCO,14/07/2021,09/09/2021,30/09/2021,تحويل للحساب,1
Real Estate Mgmt & Dev't,4230,RED SEA,15/02/2017,21/05/2017,31/05/2017,تحويل للحساب,0.75
Real Estate Mgmt & Dev't,4230,RED SEA,27/01/2016,20/04/2016,01/05/2016,تحويل للحساب,0.75
Real Estate Mgmt & Dev't,4230,RED SEA,20/01/2015,20/04/2015,03/05/2015,تحويل للحساب,1
Real Estate Mgmt & Dev't,4230,RED SEA,21/01/2014,24/04/2014,07/05/2014,تحويل للحساب,1.25
Real Estate Mgmt & Dev't,4230,RED SEA,20/01/2013,24/04/2013,08/05/2013,تحويل للحساب,1.5
Real Estate Mgmt & Dev't,4300,DAR ALARKAN,26/04/2018,15/05/2018,05/06/2018,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4300,DAR ALARKAN,19/05/2010,23/06/2010,12/07/2010,تحويل للحساب,1
Real Estate Mgmt & Dev't,4300,DAR ALARKAN,25/02/2008,19/04/2008,10/05/2008,تحويل للحساب,3
Real Estate Mgmt & Dev't,4300,DAR ALARKAN,30/06/2007,30/06/2007,02/07/2007,استلام شخصي,3
Real Estate Mgmt & Dev't,4300,DAR ALARKAN,05/07/2006,05/07/2006,07/07/2006,استلام شخصي,15
Real Estate Mgmt & Dev't,4320,ALANDALUS,12/03/2023,16/03/2023,28/03/2023,تحويل للحساب,0.25
Real Estate Mgmt & Dev't,4320,ALANDALUS,25/08/2022,18/09/2022,29/09/2022,تحويل للحساب,0.25
Real Estate Mgmt & Dev't,4320,ALANDALUS,13/03/2022,16/03/2022,28/03/2022,تحويل للحساب,0.25
Real Estate Mgmt & Dev't,4320,ALANDALUS,10/10/2021,12/10/2021,24/10/2021,تحويل للحساب,0.25
Real Estate Mgmt & Dev't,4320,ALANDALUS,04/03/2021,01/06/2021,13/06/2021,تحويل للحساب,0.5
Real Estate Mgmt & Dev't,4321,CENOMI CENTERS,16/07/2023,23/07/2023,13/08/2023,تحويل للحساب,0.87
Real Estate Mgmt & Dev't,4321,CENOMI CENTERS,02/04/2023,04/04/2023,25/04/2023,تحويل للحساب,1
Real Estate Mgmt & Dev't,4321,CENOMI CENTERS,02/01/2023,22/01/2023,12/02/2023,تحويل للحساب,0.75
Real Estate Mgmt & Dev't,4321,CENOMI CENTERS,03/07/2022,05/07/2022,26/07/2022,تحويل للحساب,0.75
Real Estate Mgmt & Dev't,4321,CENOMI CENTERS,24/01/2022,26/01/2022,14/02/2022,تحويل للحساب,0.75
Real Estate Mgmt & Dev't,4322,RETAL,01/08/2023,28/09/2023,10/10/2023,تحويل للحساب,0.16
Real Estate Mgmt & Dev't,4322,RETAL,01/03/2023,02/05/2023,11/05/2023,تحويل للحساب,3
Real Estate Mgmt & Dev't,4322,RETAL,09/08/2022,29/09/2022,12/10/2022,تحويل للحساب,2
